Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
1263177,ChatGPT,395,29,424,Conversation log
1263178,ChatGPT,62,3,65,API log
1263178,ChatGPT,64,3,67,API log
1263178,ChatGPT,59,3,62,API log
1263178,ChatGPT,62,4,66,API log
1263178,ChatGPT,65,3,68,API log
1263179,ChatGPT,65,4,69,API log
1263179,ChatGPT,63,3,66,API log
1263179,ChatGPT,61,4,65,API log
1263179,ChatGPT,64,3,67,API log
1263179,ChatGPT,64,3,67,API log
1263179,ChatGPT,65,7,72,API log
1263179,ChatGPT,64,7,71,API log
1263179,ChatGPT,62,3,65,API log
1263180,ChatGPT,66,8,74,API log
1263180,ChatGPT,59,3,62,API log
1263180,ChatGPT,58,3,61,API log
1263180,ChatGPT,67,7,74,API log
1263180,ChatGPT,60,4,64,API log
1263180,ChatGPT,59,7,66,API log
1263180,ChatGPT,63,3,66,API log
1263180,ChatGPT,56,3,59,API log
1263182,ChatGPT,836,131,967,API log
1263182,ChatGPT,65,14,79,API log
1263183,ChatGPT,65,7,72,API log
1263183,ChatGPT,814,117,931,API log
1263183,ChatGPT,60,4,64,API log
1263183,ChatGPT,67,3,70,API log
1263183,ChatGPT,68,3,71,API log
1263183,ChatGPT,69,3,72,API log
1263183,ChatGPT,61,3,64,API log
1263183,ChatGPT,63,3,66,API log
1263183,ChatGPT,64,3,67,API log
1263183,ChatGPT,55,3,58,API log
1263183,ChatGPT,62,3,65,API log
1263184,ChatGPT,59,4,63,API log
1263184,ChatGPT,64,3,67,API log
1263184,ChatGPT,56,3,59,API log
1263184,ChatGPT,67,4,71,API log
1263184,ChatGPT,60,3,63,API log
1263184,ChatGPT,57,3,60,API log
1263184,ChatGPT,66,7,73,API log
1263184,ChatGPT,60,3,63,API log
1263184,ChatGPT,61,3,64,API log
1263184,ChatGPT,68,3,71,API log
1263185,ChatGPT,60,3,63,API log
1263185,ChatGPT,63,3,66,API log
1263185,ChatGPT,57,3,60,API log
1263185,ChatGPT,68,4,72,API log
1263185,ChatGPT,62,7,69,API log
1263185,ChatGPT,64,3,67,API log
1263185,ChatGPT,64,3,67,API log
1263185,ChatGPT,63,4,67,API log
1263185,ChatGPT,822,84,906,API log
1263185,ChatGPT,66,3,69,API log
1263185,ChatGPT,63,3,66,API log
1263186,ChatGPT,72,3,75,API log
1263186,ChatGPT,66,3,69,API log
1263186,ChatGPT,65,3,68,API log
1263186,ChatGPT,1189,129,1318,API log
1263186,ChatGPT,62,7,69,API log
1263186,ChatGPT,64,7,71,API log
1263186,ChatGPT,60,3,63,API log
1263187,ChatGPT,57,4,61,API log
1263187,ChatGPT,58,3,61,API log
1263187,ChatGPT,61,4,65,API log
1263187,ChatGPT,62,3,65,API log
1263187,ChatGPT,794,232,1026,API log
1263187,ChatGPT,60,7,67,API log
1263187,ChatGPT,58,3,61,API log
1263187,ChatGPT,60,4,64,API log
1263187,ChatGPT,60,3,63,API log
1263187,ChatGPT,61,3,64,API log
1263187,ChatGPT,64,3,67,API log
1263188,ChatGPT,59,4,63,API log
1263188,ChatGPT,59,3,62,API log
1263188,ChatGPT,61,3,64,API log
1263188,ChatGPT,65,4,69,API log
1263188,ChatGPT,60,3,63,API log
1263188,ChatGPT,60,3,63,API log
1263188,ChatGPT,64,7,71,API log
1263188,ChatGPT,62,4,66,API log
1263188,ChatGPT,59,3,62,API log
1263188,ChatGPT,64,3,67,API log
1263189,ChatGPT,66,8,74,API log
1263189,ChatGPT,59,3,62,API log
1263189,ChatGPT,62,7,69,API log
1263189,ChatGPT,75,3,78,API log
1263189,ChatGPT,64,3,67,API log
1263189,ChatGPT,66,4,70,API log
1263189,ChatGPT,1152,83,1235,API log
1263189,ChatGPT,62,7,69,API log
1263189,ChatGPT,58,7,65,API log
1263189,ChatGPT,58,4,62,API log
1263189,ChatGPT,65,14,79,API log
1263189,ChatGPT,59,3,62,API log
1263189,ChatGPT,59,3,62,API log
1263190,ChatGPT,64,3,67,API log
1263190,ChatGPT,62,3,65,API log
1263190,ChatGPT,64,3,67,API log
1263190,ChatGPT,59,3,62,API log
1263190,ChatGPT,63,3,66,API log
1263190,ChatGPT,62,3,65,API log
1263190,ChatGPT,56,4,60,API log
1263190,ChatGPT,65,3,68,API log
1263190,ChatGPT,1175,184,1359,API log
1263190,ChatGPT,65,3,68,API log
1263190,ChatGPT,63,3,66,API log
1263190,ChatGPT,58,3,61,API log
1263191,ChatGPT,62,3,65,API log
1263191,ChatGPT,62,7,69,API log
1263191,ChatGPT,66,3,69,API log
1263191,ChatGPT,63,7,70,API log
1263191,ChatGPT,58,3,61,API log
1263191,ChatGPT,60,3,63,API log
1263191,ChatGPT,63,3,66,API log
1263192,ChatGPT,58,4,62,API log
1263192,ChatGPT,57,3,60,API log
1263192,ChatGPT,63,3,66,API log
1263192,ChatGPT,60,4,64,API log
1263192,ChatGPT,62,3,65,API log
1263192,ChatGPT,63,3,66,API log
1263192,ChatGPT,60,7,67,API log
1263192,ChatGPT,62,3,65,API log
1263192,ChatGPT,64,3,67,API log
1263192,ChatGPT,858,121,979,API log
1263193,ChatGPT,64,3,67,API log
1263193,ChatGPT,64,7,71,API log
1263193,ChatGPT,59,3,62,API log
1263193,ChatGPT,60,3,63,API log
1263193,ChatGPT,64,3,67,API log
1263193,ChatGPT,59,3,62,API log
1263193,ChatGPT,63,4,67,API log
1263193,ChatGPT,63,3,66,API log
1263193,ChatGPT,69,3,72,API log
1263194,ChatGPT,63,3,66,API log
1263194,ChatGPT,59,7,66,API log
1263194,ChatGPT,59,7,66,API log
1263194,ChatGPT,63,3,66,API log
1263194,ChatGPT,60,3,63,API log
1263194,ChatGPT,58,3,61,API log
1263195,ChatGPT,65,3,68,API log
1263195,ChatGPT,60,3,63,API log
1263195,ChatGPT,60,3,63,API log
1263195,ChatGPT,66,4,70,API log
1263196,ChatGPT,69,3,72,API log
1263196,ChatGPT,64,3,67,API log
1263196,ChatGPT,66,4,70,API log
1263196,ChatGPT,69,3,72,API log
1263196,ChatGPT,59,7,66,API log
1263196,ChatGPT,69,3,72,API log
1263196,ChatGPT,69,7,76,API log
1263196,ChatGPT,60,7,67,API log
1263196,ChatGPT,56,3,59,API log
1263196,ChatGPT,62,3,65,API log
1263197,ChatGPT,816,236,1052,API log
1263197,ChatGPT,63,3,66,API log
1263197,ChatGPT,65,3,68,API log
1263197,ChatGPT,65,3,68,API log
1263197,ChatGPT,62,3,65,API log
1263197,ChatGPT,60,3,63,API log
1263197,ChatGPT,67,3,70,API log
1263197,ChatGPT,58,3,61,API log
1263197,ChatGPT,63,3,66,API log
1263197,ChatGPT,58,3,61,API log
1263198,ChatGPT,65,4,69,API log
1263198,ChatGPT,61,3,64,API log
1263198,ChatGPT,58,3,61,API log
1263198,ChatGPT,66,8,74,API log
1263198,ChatGPT,61,4,65,API log
1263198,ChatGPT,60,3,63,API log
1263198,ChatGPT,61,7,68,API log
1263198,ChatGPT,1160,80,1240,API log
1263198,ChatGPT,63,3,66,API log
1263199,ChatGPT,58,4,62,API log
1263199,ChatGPT,59,3,62,API log
1263199,ChatGPT,57,3,60,API log
1263199,ChatGPT,63,7,70,API log
1263199,ChatGPT,65,3,68,API log
1263199,ChatGPT,65,3,68,API log
1263199,ChatGPT,65,14,79,API log
1263199,ChatGPT,67,3,70,API log
1263199,ChatGPT,61,3,64,API log
1263199,ChatGPT,65,7,72,API log
1263200,ChatGPT,68,3,71,API log
1263200,ChatGPT,1234,242,1476,API log
1263200,ChatGPT,63,3,66,API log
1263200,ChatGPT,64,3,67,API log
1263200,ChatGPT,64,3,67,API log
1263200,ChatGPT,65,4,69,API log
1263200,ChatGPT,60,3,63,API log
1263200,ChatGPT,68,3,71,API log
1263200,ChatGPT,55,3,58,API log
1263200,ChatGPT,62,3,65,API log
1263200,ChatGPT,60,3,63,API log
1263201,ChatGPT,65,3,68,API log
1263201,ChatGPT,61,4,65,API log
1263201,ChatGPT,66,3,69,API log
1263201,ChatGPT,60,3,63,API log
1263201,ChatGPT,62,3,65,API log
1263201,ChatGPT,64,3,67,API log
1263201,ChatGPT,807,113,920,API log
1263202,ChatGPT,62,3,65,API log
1263202,ChatGPT,66,3,69,API log
1263202,ChatGPT,65,3,68,API log
1263202,ChatGPT,60,3,63,API log
1263202,ChatGPT,61,7,68,API log
1263202,ChatGPT,63,7,70,API log
1263202,ChatGPT,60,3,63,API log
1263202,ChatGPT,58,4,62,API log
1263202,ChatGPT,65,3,68,API log
1263202,ChatGPT,61,7,68,API log
1263202,ChatGPT,74,3,77,API log
1263203,ChatGPT,63,3,66,API log
1263203,ChatGPT,1180,229,1409,API log
1263203,ChatGPT,58,3,61,API log
1263203,ChatGPT,58,3,61,API log
1263203,ChatGPT,61,3,64,API log
1263203,ChatGPT,65,7,72,API log
1263203,ChatGPT,59,3,62,API log
1263203,ChatGPT,57,3,60,API log
1263203,ChatGPT,60,3,63,API log
1263203,ChatGPT,58,4,62,API log
1263203,ChatGPT,62,3,65,API log
1263204,ChatGPT,67,3,70,API log
1263204,ChatGPT,62,7,69,API log
1263204,ChatGPT,63,3,66,API log
1263204,ChatGPT,62,3,65,API log
1263204,ChatGPT,57,3,60,API log
1263204,ChatGPT,64,3,67,API log
1263204,ChatGPT,817,83,900,API log
1263204,ChatGPT,57,3,60,API log
1263204,ChatGPT,58,3,61,API log
1263204,ChatGPT,61,3,64,API log
1263204,ChatGPT,62,3,65,API log
1263205,ChatGPT,59,3,62,API log
1263205,ChatGPT,62,7,69,API log
1263205,ChatGPT,58,3,61,API log
1263205,ChatGPT,66,4,70,API log
1263205,ChatGPT,59,7,66,API log
1263205,ChatGPT,58,3,61,API log
1263205,ChatGPT,60,3,63,API log
1263205,ChatGPT,63,3,66,API log
1263205,ChatGPT,60,3,63,API log
1263205,ChatGPT,66,7,73,API log
1263206,ChatGPT,65,3,68,API log
1263206,ChatGPT,823,88,911,API log
1263206,ChatGPT,61,4,65,API log
1263206,ChatGPT,60,3,63,API log
1263206,ChatGPT,56,4,60,API log
1263206,ChatGPT,61,3,64,API log
1263206,ChatGPT,1743,189,1932,Conversation log
1263206,ChatGPT,62,3,65,API log
1263206,ChatGPT,60,4,64,API log
1263207,ChatGPT,59,4,63,API log
1263207,ChatGPT,69,4,73,API log
1263207,ChatGPT,59,4,63,API log
1263207,ChatGPT,1167,125,1292,API log
1263207,ChatGPT,67,3,70,API log
1263207,ChatGPT,65,3,68,API log
1263208,ChatGPT,69,3,72,API log
1263208,ChatGPT,66,4,70,API log
1263208,ChatGPT,59,4,63,API log
1263208,ChatGPT,62,7,69,API log
1263208,ChatGPT,67,3,70,API log
1263208,ChatGPT,58,7,65,API log
1263208,ChatGPT,63,3,66,API log
1263208,ChatGPT,63,7,70,API log
1263208,ChatGPT,69,4,73,API log
1263208,ChatGPT,66,3,69,API log
1263209,ChatGPT,68,3,71,API log
1263209,ChatGPT,60,3,63,API log
1263209,ChatGPT,60,3,63,API log
1263209,ChatGPT,64,4,68,API log
1263209,ChatGPT,57,3,60,API log
1263209,ChatGPT,57,7,64,API log
1263209,ChatGPT,814,68,882,API log
1263210,ChatGPT,1191,193,1384,API log
1263210,ChatGPT,60,4,64,API log
1263210,ChatGPT,64,7,71,API log
1263210,ChatGPT,76,3,79,API log
1263210,ChatGPT,59,3,62,API log
1263210,ChatGPT,63,7,70,API log
1263210,ChatGPT,61,3,64,API log
1263210,ChatGPT,61,3,64,API log
1263211,ChatGPT,60,4,64,API log
1263211,ChatGPT,60,7,67,API log
1263211,ChatGPT,61,4,65,API log
1263211,ChatGPT,61,3,64,API log
1263212,ChatGPT,60,3,63,API log
1263212,ChatGPT,61,7,68,API log
1263212,ChatGPT,64,3,67,API log
1263212,ChatGPT,63,7,70,API log
1263212,ChatGPT,68,7,75,API log
1263212,ChatGPT,58,3,61,API log
1263212,ChatGPT,58,3,61,API log
1263212,ChatGPT,63,3,66,API log
1263212,ChatGPT,61,3,64,API log
1263213,ChatGPT,57,3,60,API log
1263213,ChatGPT,64,7,71,API log
1263213,ChatGPT,809,123,932,API log
1263213,ChatGPT,1227,219,1446,API log
1263213,ChatGPT,59,7,66,API log
1263214,ChatGPT,60,4,64,API log
1263214,ChatGPT,64,3,67,API log
1263214,ChatGPT,67,3,70,API log
1263214,ChatGPT,63,3,66,API log
1263214,ChatGPT,58,3,61,API log
1263214,ChatGPT,58,7,65,API log
1263214,ChatGPT,63,4,67,API log
1263214,ChatGPT,60,3,63,API log
1263214,ChatGPT,59,3,62,API log
1263215,ChatGPT,58,3,61,API log
1263215,ChatGPT,61,3,64,API log
1263215,ChatGPT,63,3,66,API log
1263215,ChatGPT,62,3,65,API log
1263216,ChatGPT,62,3,65,API log
1263216,ChatGPT,62,3,65,API log
1263216,ChatGPT,65,3,68,API log
1263216,ChatGPT,64,7,71,API log
1263217,ChatGPT,60,3,63,API log
1263217,ChatGPT,61,3,64,API log
1263217,ChatGPT,66,3,69,API log
1263217,ChatGPT,62,3,65,API log
1263217,ChatGPT,61,3,64,API log
1263217,ChatGPT,61,3,64,API log
1263217,ChatGPT,60,3,63,API log
1263218,ChatGPT,794,57,851,API log
1263218,ChatGPT,61,7,68,API log
1263218,ChatGPT,70,3,73,API log
1263218,ChatGPT,60,3,63,API log
1263218,ChatGPT,64,3,67,API log
1263219,ChatGPT,67,3,70,API log
1263219,ChatGPT,58,3,61,API log
1263219,ChatGPT,60,4,64,API log
1263219,ChatGPT,60,3,63,API log
1263219,ChatGPT,58,3,61,API log
1263219,ChatGPT,58,3,61,API log
1263219,ChatGPT,62,3,65,API log
1263219,ChatGPT,66,3,69,API log
1263219,ChatGPT,58,3,61,API log
1263219,ChatGPT,62,7,69,API log
1263220,ChatGPT,803,139,942,API log
1263220,ChatGPT,71,3,74,API log
1263220,ChatGPT,57,3,60,API log
1263220,ChatGPT,64,7,71,API log
1263220,ChatGPT,60,3,63,API log
1263220,ChatGPT,63,3,66,API log
1263220,ChatGPT,60,3,63,API log
1263221,ChatGPT,62,3,65,API log
1263221,ChatGPT,69,3,72,API log
1263221,ChatGPT,62,3,65,API log
1263221,ChatGPT,57,3,60,API log
1263221,GPT-4,13,5,18,API log
1263221,ChatGPT,65,3,68,API log
1263221,ChatGPT,67,3,70,API log
1263221,ChatGPT,67,3,70,API log
1263221,ChatGPT,59,3,62,API log
1263221,ChatGPT,59,4,63,API log
1263221,ChatGPT,61,3,64,API log
1263222,ChatGPT,1183,194,1377,API log
1263222,ChatGPT,62,3,65,API log
1263222,ChatGPT,59,3,62,API log
1263222,ChatGPT,67,7,74,API log
1263222,ChatGPT,58,7,65,API log
1263222,ChatGPT,64,7,71,API log
1263222,ChatGPT,58,4,62,API log
1263222,ChatGPT,65,3,68,API log
1263222,ChatGPT,59,3,62,API log
1263222,ChatGPT,814,103,917,API log
1263222,ChatGPT,61,3,64,API log
1263222,ChatGPT,58,3,61,API log
1263223,ChatGPT,62,3,65,API log
1263223,ChatGPT,66,21,87,API log
1263223,ChatGPT,58,3,61,API log
1263223,ChatGPT,69,3,72,API log
1263223,ChatGPT,61,7,68,API log
1263223,ChatGPT,60,4,64,API log
1263223,ChatGPT,63,3,66,API log
1263223,ChatGPT,58,3,61,API log
1263224,ChatGPT,59,3,62,API log
1263224,ChatGPT,62,3,65,API log
1263224,ChatGPT,59,3,62,API log
1263224,ChatGPT,65,14,79,API log
1263224,ChatGPT,57,3,60,API log
1263224,ChatGPT,809,87,896,API log
1263225,ChatGPT,58,3,61,API log
1263225,ChatGPT,60,3,63,API log
1263225,ChatGPT,63,3,66,API log
1263225,ChatGPT,1184,146,1330,API log
1263225,ChatGPT,63,4,67,API log
1263225,ChatGPT,59,3,62,API log
1263225,ChatGPT,64,3,67,API log
1263225,ChatGPT,63,3,66,API log
1263225,ChatGPT,68,7,75,API log
1263225,ChatGPT,59,3,62,API log
1263225,ChatGPT,61,3,64,API log
1263226,ChatGPT,61,4,65,API log
1263226,ChatGPT,819,88,907,API log
1263226,ChatGPT,1955,136,2091,Conversation log
1263228,ChatGPT,788,59,847,API log
1263228,ChatGPT,1187,129,1316,API log
1263229,ChatGPT,803,72,875,API log
1263231,ChatGPT,824,81,905,API log
1263231,ChatGPT,1192,155,1347,API log
1263234,ChatGPT,818,68,886,API log
1263235,ChatGPT,2957,414,3371,API log
1263236,ChatGPT,825,118,943,API log
1263238,ChatGPT,1183,139,1322,API log
1263239,ChatGPT,868,166,1034,API log
1263240,ChatGPT,2926,197,3123,API log
1263241,ChatGPT,1175,212,1387,API log
1263242,ChatGPT,814,113,927,API log
1263244,ChatGPT,845,146,991,API log
1263245,ChatGPT,1216,210,1426,API log
1263245,ChatGPT,2874,170,3044,API log
1263247,GPT-4,607,506,1113,Conversation log
1263248,ChatGPT,815,126,941,API log
1263250,ChatGPT,1176,73,1249,API log
1263250,ChatGPT,2917,174,3091,API log
1263253,ChatGPT,121,135,256,API log
1263257,ChatGPT,2876,130,3006,API log
1263257,ChatGPT,816,64,880,API log
1263258,ChatGPT,800,51,851,API log
1263260,ChatGPT,2936,175,3111,API log
1263260,ChatGPT,110,104,214,API log
1263260,ChatGPT,121,135,256,API log
1263260,ChatGPT,812,100,912,API log
1263260,ChatGPT,107,116,223,API log
1263261,ChatGPT,107,104,211,API log
1263261,ChatGPT,108,118,226,API log
1263261,ChatGPT,109,115,224,API log
1263261,ChatGPT,113,96,209,API log
1263261,ChatGPT,114,149,263,API log
1263261,ChatGPT,813,121,934,API log
1263261,ChatGPT,106,139,245,API log
1263261,ChatGPT,109,111,220,API log
1263264,ChatGPT,109,100,209,API log
1263264,ChatGPT,105,140,245,API log
1263264,ChatGPT,109,137,246,API log
1263264,ChatGPT,117,107,224,API log
1263264,ChatGPT,104,122,226,API log
1263264,ChatGPT,111,110,221,API log
1263265,ChatGPT,108,167,275,API log
1263266,ChatGPT,116,101,217,API log
1263266,ChatGPT,816,72,888,API log
1263266,ChatGPT,2890,133,3023,API log
1263266,ChatGPT,106,136,242,API log
1263267,ChatGPT,111,91,202,API log
1263269,ChatGPT,112,108,220,API log
1263269,ChatGPT,106,134,240,API log
1263269,ChatGPT,819,56,875,API log
1263269,ChatGPT,109,119,228,API log
1263270,ChatGPT,107,113,220,API log
1263270,GPT-4,92,72,164,Conversation log
1263270,ChatGPT,107,115,222,API log
1263270,ChatGPT,107,101,208,API log
1263271,ChatGPT,2911,217,3128,API log
1263271,ChatGPT,114,183,297,API log
1263271,ChatGPT,113,123,236,API log
1263271,ChatGPT,119,116,235,API log
1263272,ChatGPT,115,107,222,API log
1263272,ChatGPT,804,51,855,API log
1263274,ChatGPT,109,103,212,API log
1263274,ChatGPT,111,97,208,API log
1263274,ChatGPT,105,142,247,API log
1263274,ChatGPT,115,119,234,API log
1263274,ChatGPT,107,107,214,API log
1263274,ChatGPT,109,133,242,API log
1263275,ChatGPT,799,78,877,API log
1263276,ChatGPT,108,112,220,API log
1263276,ChatGPT,109,133,242,API log
1263276,ChatGPT,846,111,957,API log
1263276,ChatGPT,108,126,234,API log
1263277,ChatGPT,116,184,300,API log
1263277,ChatGPT,105,122,227,API log
1263277,ChatGPT,106,104,210,API log
1263277,ChatGPT,112,84,196,API log
1263277,ChatGPT,107,111,218,API log
1263278,ChatGPT,110,92,202,API log
1263278,ChatGPT,796,70,866,API log
1263279,ChatGPT,105,127,232,API log
1263279,ChatGPT,110,126,236,API log
1263280,ChatGPT,2901,271,3172,API log
1263280,ChatGPT,109,100,209,API log
1263280,ChatGPT,109,149,258,API log
1263280,ChatGPT,115,153,268,API log
1263280,ChatGPT,107,110,217,API log
1263280,GPT-4,31,74,105,API log
1263281,ChatGPT,799,64,863,API log
1263281,ChatGPT,105,165,270,API log
1263281,ChatGPT,1345,137,1482,Conversation log
1263281,ChatGPT,110,143,253,API log
1263282,ChatGPT,107,137,244,API log
1263282,ChatGPT,110,114,224,API log
1263282,ChatGPT,108,119,227,API log
1263283,ChatGPT,828,153,981,API log
1263283,ChatGPT,111,99,210,API log
1263283,ChatGPT,115,116,231,API log
1263283,ChatGPT,106,95,201,API log
1263283,ChatGPT,112,206,318,API log
1263284,ChatGPT,106,109,215,API log
1263285,ChatGPT,106,140,246,API log
1263285,ChatGPT,113,150,263,API log
1263285,ChatGPT,111,164,275,API log
1263285,ChatGPT,118,124,242,API log
1263286,ChatGPT,2888,136,3024,API log
1263286,ChatGPT,113,118,231,API log
1263286,ChatGPT,110,135,245,API log
1263287,ChatGPT,115,121,236,API log
1263287,ChatGPT,109,128,237,API log
1263288,ChatGPT,106,118,224,API log
1263288,ChatGPT,106,92,198,API log
1263288,ChatGPT,109,101,210,API log
1263288,ChatGPT,113,110,223,API log
1263288,ChatGPT,113,99,212,API log
1263288,ChatGPT,818,99,917,API log
1263289,ChatGPT,111,122,233,API log
1263290,ChatGPT,120,119,239,API log
1263290,ChatGPT,108,126,234,API log
1263290,ChatGPT,112,109,221,API log
1263290,ChatGPT,108,148,256,API log
1263292,ChatGPT,107,122,229,API log
1263292,ChatGPT,114,106,220,API log
1263292,ChatGPT,2923,215,3138,API log
1263292,ChatGPT,834,157,991,API log
1263292,ChatGPT,110,107,217,API log
1263293,ChatGPT,112,100,212,API log
1263293,ChatGPT,110,130,240,API log
1263293,ChatGPT,106,119,225,API log
1263294,ChatGPT,115,139,254,API log
1263294,ChatGPT,110,101,211,API log
1263294,ChatGPT,825,150,975,API log
1263294,ChatGPT,107,148,255,API log
1263294,ChatGPT,107,110,217,API log
1263295,ChatGPT,109,130,239,API log
1263295,ChatGPT,110,127,237,API log
1263295,ChatGPT,109,145,254,API log
1263296,ChatGPT,109,116,225,API log
1263296,ChatGPT,114,134,248,API log
1263296,ChatGPT,112,163,275,API log
1263297,ChatGPT,110,128,238,API log
1263297,ChatGPT,110,142,252,API log
1263297,ChatGPT,845,139,984,API log
1263298,ChatGPT,107,109,216,API log
1263298,ChatGPT,117,108,225,API log
1263298,ChatGPT,105,105,210,API log
1263298,ChatGPT,111,129,240,API log
1263298,ChatGPT,108,101,209,API log
1263298,ChatGPT,105,105,210,API log
1263298,ChatGPT,105,130,235,API log
1263299,ChatGPT,2917,186,3103,API log
1263300,ChatGPT,108,108,216,API log
1263302,ChatGPT,119,134,253,API log
1263302,ChatGPT,832,58,890,API log
1263303,ChatGPT,2895,228,3123,API log
1263303,ChatGPT,117,107,224,API log
1263303,ChatGPT,108,126,234,API log
1263303,ChatGPT,110,88,198,API log
1263303,ChatGPT,107,122,229,API log
1263303,ChatGPT,109,95,204,API log
1263303,ChatGPT,122,134,256,API log
1263303,ChatGPT,115,122,237,API log
1263304,ChatGPT,114,94,208,API log
1263304,ChatGPT,794,65,859,API log
1263304,ChatGPT,106,85,191,API log
1263305,ChatGPT,110,120,230,API log
1263305,ChatGPT,107,165,272,API log
1263305,ChatGPT,109,143,252,API log
1263306,ChatGPT,117,141,258,API log
1263306,ChatGPT,112,115,227,API log
1263306,ChatGPT,111,102,213,API log
1263306,ChatGPT,824,136,960,API log
1263307,ChatGPT,107,103,210,API log
1263307,ChatGPT,113,118,231,API log
1263307,ChatGPT,107,99,206,API log
1263307,ChatGPT,113,104,217,API log
1263307,ChatGPT,105,85,190,API log
1263307,ChatGPT,81,27,108,API log
1263308,ChatGPT,818,139,957,API log
1263308,ChatGPT,109,170,279,API log
1263308,ChatGPT,63,21,84,API log
1263308,GPT-4,31,53,84,API log
1263308,ChatGPT,114,138,252,API log
1263308,ChatGPT,110,120,230,API log
1263308,ChatGPT,107,103,210,API log
1263309,ChatGPT,70,24,94,API log
1263309,ChatGPT,108,126,234,API log
1263309,ChatGPT,109,111,220,API log
1263310,ChatGPT,116,142,258,API log
1263310,ChatGPT,112,151,263,API log
1263310,ChatGPT,2858,33,2891,API log
1263310,ChatGPT,71,24,95,API log
1263310,ChatGPT,104,111,215,API log
1263310,ChatGPT,114,99,213,API log
1263311,ChatGPT,114,126,240,API log
1263311,ChatGPT,795,49,844,API log
1263311,ChatGPT,76,36,112,API log
1263311,ChatGPT,109,139,248,API log
1263311,ChatGPT,2882,95,2977,API log
1263311,ChatGPT,114,115,229,API log
1263311,ChatGPT,110,116,226,API log
1263312,ChatGPT,112,117,229,API log
1263312,ChatGPT,109,114,223,API log
1263313,ChatGPT,65,18,83,API log
1263313,ChatGPT,803,86,889,API log
1263313,ChatGPT,107,114,221,API log
1263313,ChatGPT,113,110,223,API log
1263314,ChatGPT,110,131,241,API log
1263314,ChatGPT,107,138,245,API log
1263314,ChatGPT,71,26,97,API log
1263314,ChatGPT,111,111,222,API log
1263314,ChatGPT,106,130,236,API log
1263315,ChatGPT,114,123,237,API log
1263315,ChatGPT,106,121,227,API log
1263316,ChatGPT,115,103,218,API log
1263316,ChatGPT,59,17,76,API log
1263316,ChatGPT,2892,60,2952,API log
1263317,ChatGPT,74,31,105,API log
1263317,ChatGPT,2922,399,3321,API log
1263317,ChatGPT,799,57,856,API log
1263317,ChatGPT,109,117,226,API log
1263317,ChatGPT,115,123,238,API log
1263318,ChatGPT,824,87,911,API log
1263318,ChatGPT,68,27,95,API log
1263318,ChatGPT,109,132,241,API log
1263318,ChatGPT,115,127,242,API log
1263319,ChatGPT,76,29,105,API log
1263319,ChatGPT,115,135,250,API log
1263319,ChatGPT,108,136,244,API log
1263319,ChatGPT,106,109,215,API log
1263319,ChatGPT,109,112,221,API log
1263319,ChatGPT,112,190,302,API log
1263320,ChatGPT,115,133,248,API log
1263320,ChatGPT,1719,592,2311,Conversation log
1263321,ChatGPT,67,13,80,API log
1263322,ChatGPT,106,158,264,API log
1263322,ChatGPT,113,106,219,API log
1263322,ChatGPT,809,88,897,API log
1263322,ChatGPT,118,175,293,API log
1263322,ChatGPT,108,122,230,API log
1263322,ChatGPT,71,22,93,API log
1263323,ChatGPT,108,133,241,API log
1263324,ChatGPT,810,134,944,API log
1263324,ChatGPT,69,19,88,API log
1263324,ChatGPT,65,16,81,API log
1263324,ChatGPT,2926,200,3126,API log
1263324,ChatGPT,115,131,246,API log
1263325,ChatGPT,108,135,243,API log
1263325,ChatGPT,115,110,225,API log
1263325,ChatGPT,110,108,218,API log
1263325,ChatGPT,114,140,254,API log
1263325,ChatGPT,109,129,238,API log
1263325,ChatGPT,72,27,99,API log
1263326,ChatGPT,110,131,241,API log
1263326,ChatGPT,105,137,242,API log
1263326,ChatGPT,108,125,233,API log
1263327,ChatGPT,111,104,215,API log
1263327,ChatGPT,110,162,272,API log
1263327,ChatGPT,74,24,98,API log
1263327,ChatGPT,806,147,953,API log
1263327,ChatGPT,104,100,204,API log
1263328,ChatGPT,81,29,110,API log
1263328,ChatGPT,112,155,267,API log
1263329,ChatGPT,71,20,91,API log
1263329,ChatGPT,119,105,224,API log
1263329,ChatGPT,109,153,262,API log
1263329,ChatGPT,114,110,224,API log
1263329,ChatGPT,2966,205,3171,API log
1263330,ChatGPT,113,122,235,API log
1263330,ChatGPT,110,111,221,API log
1263331,ChatGPT,64,19,83,API log
1263332,ChatGPT,106,110,216,API log
1263332,ChatGPT,110,127,237,API log
1263332,ChatGPT,118,129,247,API log
1263332,ChatGPT,112,131,243,API log
1263333,ChatGPT,106,118,224,API log
1263333,ChatGPT,814,86,900,API log
1263333,ChatGPT,64,17,81,API log
1263334,ChatGPT,108,194,302,API log
1263334,ChatGPT,64,14,78,API log
1263334,ChatGPT,109,128,237,API log
1263334,ChatGPT,110,134,244,API log
1263335,ChatGPT,110,109,219,API log
1263335,ChatGPT,798,95,893,API log
1263335,ChatGPT,107,124,231,API log
1263335,ChatGPT,71,26,97,API log
1263336,ChatGPT,105,117,222,API log
1263336,ChatGPT,114,109,223,API log
1263336,ChatGPT,92,35,127,API log
1263336,ChatGPT,2883,186,3069,API log
1263337,ChatGPT,116,156,272,API log
1263337,ChatGPT,112,98,210,API log
